Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-1-12S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-02N,09M30-02-2-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,62.43,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-03S,09M30-02-2-03S,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,63.94,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-04N,09M30-02-2-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,65.44,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-06N,09M30-02-2-06N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,68.38,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-2-06S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-3-03N,09M30-02-3-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,85.2,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-3-04N,09M30-02-3-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,87.95,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-4-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-4-03N,09M30-02-4-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,93.02,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02-6-02N,09M30-02-6-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,103.26,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02B12N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-02B12S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-04S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-05N,09M30-03-1-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,68,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-07N,09M30-03-1-07N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,70.28,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-08S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-1-12N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-2-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-2-05N,09M30-03-2-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,81.38,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-2-06N,09M30-03-2-06N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,83.62,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-3-03N,09M30-03-3-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,102.26,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-3-04N,09M30-03-3-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,108.92,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-5-02N,09M30-03-5-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,121.58,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-6-02N,09M30-03-6-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,131.92,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03-6-02S,09M30-03-6-02S,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,131.92,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-03B12N,09M30-03-1-12N-F,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,75.83,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-04S,09M30-04-1-04S,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,76.57,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-06S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-07N,09M30-04-1-07N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,81.04,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-09S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-11N,09M30-04-1-11N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,87,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-1-12N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-2-03S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-2-04S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-2-06N,09M30-04-2-06N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,98.88,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-3-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-3-04S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-4-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-4-03N,09M30-04-4-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,140.13,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04-4-03S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-04B12N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-06N,09M30-05-1-06N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,89.95,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-06S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-07N,09M30-05-1-07N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,91.84,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-1-12N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-2-02N,09M30-05-2-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,99.23,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-2-06N,09M30-05-2-06N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,114.12,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05-3-02S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-05B12N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-06-1-08S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-06-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-06-2-06N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-06-3-02N,09M30-06-3-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,167.76,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-06-3-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-07-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-07-1-08S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-07-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-07-2-06N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-07-2-06S,09M30-07-2-06S,Grayhill,Bulk,Lead Time,18 weeks,0,1,10,154.51,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
